arm,run,iid,resolved,exit,steps,greps,in_tok,out_tok,reason_tok,wall_h,wall_death,edit_precision,edit_recall,n_model_files,n_gold_files,anchored_obs,anchored_chars,anchor_calls,anchor_anchored,anchor_not_ready,anchor_timeout,anchor_seconds
E,s1-arm-e-r1,mikf__gallery-dl-7872,False,Submitted,101,34,5867975,56296,37127,1.5988888888888888,False,1.0,0.5,2,4,7,10377,33,7,0,0,4.22
E,s1-arm-e-r1,optuna__optuna-6166,False,Submitted,47,14,2224939,38328,20671,0.695,False,1.0,1.0,7,7,4,3799,14,4,0,0,3.23
E,s1-arm-e-r1,optuna__optuna-6197,True,Submitted,30,14,650954,11267,4151,0.21777777777777776,False,1.0,1.0,6,6,11,12600,14,11,0,0,3.97
E,s1-arm-e-r1,optuna__optuna-c_058e8bc,True,Submitted,12,7,75713,2865,1353,0.06527777777777778,False,1.0,0.0625,1,16,4,3253,6,4,0,0,2.73
E,s1-arm-e-r1,pandas-dev__pandas-61244,False,Submitted,33,7,498912,7986,4349,0.24694444444444444,False,1.0,0.3333333333333333,1,3,6,4691,7,6,0,0,5.12
E,s1-arm-e-r1,pypa__pipenv-6373,True,Submitted,21,7,273836,7964,4400,0.21333333333333335,False,1.0,0.6,3,5,4,2239,6,4,0,0,3.88
E,s1-arm-e-r1,roboflow__supervision-1943,True,Submitted,36,16,866370,10344,5420,0.2816666666666667,False,1.0,0.9230769230769231,12,13,10,11617,16,10,0,0,4.82
E,s1-arm-e-r1,stanfordnlp__dspy-1801,,Submitted,57,17,2224372,30535,18086,0.6330555555555556,False,1.0,0.5714285714285714,4,7,9,9427,16,9,0,0,3.74
E,s1-arm-e-r1,stanfordnlp__dspy-8105,True,Submitted,31,10,504746,9018,1866,0.18888888888888888,False,1.0,1.0,4,4,8,7278,10,8,0,0,3.08
E,s1-arm-e-r1,stanfordnlp__dspy-9047,False,Submitted,13,4,114860,3103,1183,0.14666666666666667,False,1.0,0.5,1,2,2,618,4,2,0,0,2.48
E,s1-arm-e-r1,stanfordnlp__dspy-9193,,Submitted,100,22,9963486,87052,54638,1.9427777777777777,False,1.0,0.5714285714285714,8,14,6,3511,22,6,0,0,2.85
E,s1-arm-e-r1,verl-project__verl-3915,True,Submitted,33,9,873684,15633,8156,0.37166666666666665,False,1.0,0.16666666666666666,2,12,5,6987,9,5,0,0,3.2800000000000002
E,s1-arm-e-r1,verl-project__verl-4185,True,Submitted,38,14,724613,12075,4528,0.30527777777777776,False,0.8333333333333334,0.7142857142857143,6,7,6,5713,12,6,0,0,3.07
E,s1-arm-e-r1,vibrantlabsai__ragas-2333,True,Submitted,10,5,48655,2263,813,0.04416666666666667,False,0.5,0.16666666666666666,2,6,1,1341,4,1,0,0,2.62
E,s1-arm-e-r2,albumentations-team__albumentations-2337,False,Submitted,86,27,5860424,72782,37494,2.116388888888889,False,1.0,0.5,2,4,12,10249,25,12,0,0,11.51
E,s1-arm-e-r2,albumentations-team__albumentations-2495,False,Submitted,101,33,7029707,54675,39096,1.4308333333333334,False,1.0,0.5454545454545454,6,11,13,14898,32,13,0,0,11.87
E,s1-arm-e-r2,confident-ai__deepeval-2345,True,Submitted,29,11,630331,19428,10319,0.4575,False,0.8571428571428571,0.8571428571428571,7,7,6,4888,11,6,0,0,4.12
E,s1-arm-e-r2,confident-ai__deepeval-c_08844c8,True,Submitted,86,31,4454923,42870,27455,1.1288888888888888,False,0.7272727272727273,1.0,22,16,18,26095,30,18,0,0,8.7
E,s1-arm-e-r2,confident-ai__deepeval-c_ce72651,True,Submitted,52,17,1702041,22205,11981,0.5955555555555555,False,1.0,1.0,12,12,8,9661,17,8,0,0,6.86
E,s1-arm-e-r2,django__django-19643,False,Submitted,109,32,7872737,75629,55397,3.6544444444444446,False,0.7142857142857143,0.5555555555555556,7,9,17,20156,30,17,0,0,13.05
E,s1-arm-e-r2,google__adk-python-c_19315fe,False,Submitted,38,23,1044101,15041,7284,0.3238888888888889,False,1.0,1.0,3,3,13,23010,23,13,0,0,6.75
E,s1-arm-e-r2,google__adk-python-c_61adfcd,True,Submitted,24,13,192330,5656,1487,0.13277777777777777,False,1.0,1.0,4,4,1,310,12,1,0,0,3.1
E,s1-arm-e-r2,google__langextract-239,,Submitted,64,25,3968318,50947,25445,1.3030555555555556,False,0.8125,0.65,16,20,19,17649,25,19,0,0,7.74
E,s1-arm-e-r2,huggingface__lerobot-2808,True,Submitted,33,8,617059,11660,5679,0.25916666666666666,False,1.0,0.2777777777777778,5,18,3,4057,7,3,0,0,3.27
E,s1-arm-e-r2,huggingface__transformers-38332,True,Submitted,41,22,754329,15891,7482,0.37166666666666665,False,1.0,1.0,10,10,0,0,22,0,0,0,2.4699999999999998
E,s1-arm-e-r2,huggingface__transformers-38788,,Submitted,118,43,6547113,39707,20407,0.9497222222222222,False,1.0,0.7142857142857143,5,7,21,26668,42,21,0,0,22.25
E,s1-arm-e-r2,hummingbot__hummingbot-c_1ce05af,True,Submitted,44,14,1617132,18875,10464,0.3586111111111111,False,1.0,1.0,4,4,6,13428,14,6,0,0,8.45
E,s1-arm-e-r2,icloud-photos-downloader__icloud_photos_downloader-c_f52826c,True,Submitted,17,5,290675,9318,3854,0.1525,False,1.0,1.0,5,5,4,3639,5,4,0,0,3.18
E,s1-arm-e-r2,langchain-ai__langchain-32996,False,Submitted,87,26,5085026,50889,30709,1.0066666666666666,False,0.5,0.5,4,4,17,19788,26,17,0,0,8.74
E,s1-arm-e-r2,mikf__gallery-dl-7872,False,Submitted,48,7,825968,16905,8886,0.5572222222222222,False,1.0,0.5,2,4,1,1008,7,1,0,0,2.42
E,s1-arm-e-r2,optuna__optuna-6166,False,Submitted,55,13,2685919,35142,16791,0.7338888888888889,False,0.875,1.0,8,7,6,6689,13,6,0,0,4.32
E,s1-arm-e-r2,optuna__optuna-6197,True,Submitted,21,11,567640,9541,3173,0.19722222222222222,False,1.0,1.0,6,6,5,4217,11,5,0,0,4.31
E,s1-arm-e-r2,optuna__optuna-c_058e8bc,True,Submitted,15,7,167737,6042,3898,0.17222222222222222,False,1.0,0.0625,1,16,4,2790,6,4,0,0,3.98
E,s1-arm-e-r2,pandas-dev__pandas-61244,True,Submitted,70,26,3292303,56379,41338,1.5252777777777777,False,1.0,0.3333333333333333,1,3,17,11228,26,17,0,0,10.59
E,s1-arm-e-r2,pypa__pipenv-6373,True,Submitted,23,8,391860,10642,6364,0.2702777777777778,False,1.0,0.6,3,5,6,2563,8,6,0,0,6.16
E,s1-arm-e-r2,roboflow__supervision-1943,True,Submitted,42,18,1155972,14485,6690,0.3486111111111111,False,1.0,0.9230769230769231,12,13,7,6642,18,7,0,0,5.43
E,s1-arm-e-r2,stanfordnlp__dspy-1801,,Submitted,58,10,2502434,37679,22603,0.8805555555555555,False,1.0,0.5714285714285714,4,7,6,6755,10,6,0,0,3.96
E,s1-arm-e-r2,stanfordnlp__dspy-8105,True,Submitted,21,5,271970,5367,1142,0.08972222222222222,False,0.8,1.0,5,4,3,3958,5,3,0,0,3.01
E,s1-arm-e-r2,stanfordnlp__dspy-9047,False,Submitted,13,4,66205,1980,542,0.03277777777777778,False,1.0,0.5,1,2,3,1175,4,3,0,0,2.79
E,s1-arm-e-r2,stanfordnlp__dspy-9193,,Submitted,154,48,19606542,128055,77228,3.886111111111111,False,1.0,0.5714285714285714,8,14,7,1486,44,7,0,0,3.21
E,s1-arm-e-r2,verl-project__verl-3915,False,Submitted,22,7,436501,10069,4323,0.17555555555555555,False,1.0,0.16666666666666666,2,12,2,2049,7,2,0,0,2.92
E,s1-arm-e-r2,verl-project__verl-4185,True,Submitted,28,11,621430,15651,7399,0.2886111111111111,False,1.0,0.5714285714285714,4,7,5,5481,10,5,0,0,3.23
E,s1-arm-e-r2,vibrantlabsai__ragas-2333,True,Submitted,10,2,58848,3187,2031,0.04055555555555555,False,1.0,0.16666666666666666,1,6,1,1451,2,1,0,0,3.02
A,s1-arm-a8-r1,albumentations-team__albumentations-2337,True,Submitted,94,27,4740971,59031,32926,1.5227777777777778,False,1.0,0.5,2,4,0,0,0,0,0,0,0
A,s1-arm-a8-r1,albumentations-team__albumentations-2495,False,Submitted,167,61,17620895,105387,70010,3.063888888888889,False,0.5,0.2727272727272727,6,11,0,0,0,0,0,0,0
A,s1-arm-a8-r1,confident-ai__deepeval-2345,True,Submitted,23,12,353071,8401,3234,0.18916666666666668,False,1.0,0.8571428571428571,6,7,0,0,0,0,0,0,0
A,s1-arm-a8-r1,confident-ai__deepeval-c_08844c8,True,Submitted,74,30,3247839,33045,18860,0.7086111111111111,False,0.7272727272727273,1.0,22,16,0,0,0,0,0,0,0
A,s1-arm-a8-r1,confident-ai__deepeval-c_ce72651,True,Submitted,76,24,3391115,33586,20679,0.7438888888888889,False,0.9230769230769231,1.0,13,12,0,0,0,0,0,0,0
A,s1-arm-a8-r1,django__django-19643,False,Submitted,97,28,5465621,53117,35473,1.9819444444444445,False,0.8333333333333334,0.5555555555555556,6,9,0,0,0,0,0,0,0
A,s1-arm-a8-r1,google__adk-python-c_19315fe,False,Submitted,42,24,1054958,15602,8065,0.32166666666666666,False,1.0,1.0,3,3,0,0,0,0,0,0,0
A,s1-arm-a8-r1,google__adk-python-c_61adfcd,True,Submitted,13,6,95165,5827,2549,0.11833333333333333,False,1.0,1.0,4,4,0,0,0,0,0,0,0
A,s1-arm-a8-r1,google__langextract-239,,Submitted,129,40,11396181,72398,41524,1.3363888888888888,False,0.8125,0.65,16,20,0,0,0,0,0,0,0
A,s1-arm-a8-r1,huggingface__lerobot-2808,False,Submitted,32,6,777758,15728,8473,0.3016666666666667,False,1.0,0.2222222222222222,4,18,0,0,0,0,0,0,0
A,s1-arm-a8-r1,huggingface__transformers-38332,True,Submitted,23,6,247610,8899,4952,0.22972222222222222,False,1.0,1.0,10,10,0,0,0,0,0,0,0
A,s1-arm-a8-r1,huggingface__transformers-38788,,Submitted,81,48,3202820,34044,19398,0.6963888888888888,False,1.0,0.7142857142857143,5,7,0,0,0,0,0,0,0
A,s1-arm-a8-r1,hummingbot__hummingbot-c_1ce05af,True,Submitted,54,24,1649955,17876,8609,0.30777777777777776,False,1.0,1.0,4,4,0,0,0,0,0,0,0
A,s1-arm-a8-r1,icloud-photos-downloader__icloud_photos_downloader-c_f52826c,True,Submitted,23,6,369021,7987,3007,0.14777777777777779,False,1.0,1.0,5,5,0,0,0,0,0,0,0
A,s1-arm-a8-r1,langchain-ai__langchain-32996,False,Submitted,41,14,1179855,21496,11256,0.5677777777777778,False,1.0,0.5,2,4,0,0,0,0,0,0,0
A,s1-arm-a8-r1,mikf__gallery-dl-7872,False,Submitted,59,7,1599583,25286,11596,0.4811111111111111,False,1.0,0.5,2,4,0,0,0,0,0,0,0
A,s1-arm-a8-r1,optuna__optuna-6166,True,Submitted,60,14,3511292,42754,20609,0.6472222222222223,False,1.0,1.0,7,7,0,0,0,0,0,0,0
A,s1-arm-a8-r1,optuna__optuna-6197,True,Submitted,32,16,710037,11233,3859,0.1738888888888889,False,1.0,1.0,6,6,0,0,0,0,0,0,0
A,s1-arm-a8-r1,optuna__optuna-c_058e8bc,True,Submitted,11,9,85802,4667,2646,0.08944444444444444,False,1.0,0.0625,1,16,0,0,0,0,0,0,0
A,s1-arm-a8-r1,pandas-dev__pandas-61244,True,Submitted,59,19,1407431,20170,12723,0.4905555555555556,False,1.0,0.6666666666666666,2,3,0,0,0,0,0,0,0
A,s1-arm-a8-r1,pypa__pipenv-6373,True,Submitted,30,12,559094,13335,8475,0.28944444444444445,False,1.0,0.6,3,5,0,0,0,0,0,0,0
A,s1-arm-a8-r1,roboflow__supervision-1943,True,Submitted,60,31,2120868,21640,13306,0.5022222222222222,False,1.0,0.9230769230769231,12,13,0,0,0,0,0,0,0
A,s1-arm-a8-r1,stanfordnlp__dspy-1801,,Submitted,60,16,2492744,41816,25662,0.8413888888888889,False,1.0,0.5714285714285714,4,7,0,0,0,0,0,0,0
A,s1-arm-a8-r1,stanfordnlp__dspy-8105,True,Submitted,24,10,250899,6977,1686,0.12444444444444444,False,1.0,1.0,4,4,0,0,0,0,0,0,0
A,s1-arm-a8-r1,stanfordnlp__dspy-9047,False,Submitted,14,5,64151,1865,434,0.035277777777777776,False,1.0,0.5,1,2,0,0,0,0,0,0,0
A,s1-arm-a8-r1,stanfordnlp__dspy-9193,,Submitted,120,44,14819267,123794,79421,3.223333333333333,False,1.0,0.42857142857142855,6,14,0,0,0,0,0,0,0
A,s1-arm-a8-r1,verl-project__verl-3915,True,Submitted,25,6,553157,12510,6760,0.23722222222222222,False,1.0,0.16666666666666666,2,12,0,0,0,0,0,0,0
A,s1-arm-a8-r1,verl-project__verl-4185,True,Submitted,39,10,791327,13967,5380,0.2638888888888889,False,1.0,0.5714285714285714,4,7,0,0,0,0,0,0,0
A,s1-arm-a8-r1,vibrantlabsai__ragas-2333,True,Submitted,12,3,60717,3146,1245,0.04972222222222222,False,1.0,0.16666666666666666,1,6,0,0,0,0,0,0,0
A,s1-arm-a8-r2,albumentations-team__albumentations-2337,False,Submitted,103,31,6141446,77109,45037,4.385833333333333,False,1.0,0.5,2,4,0,0,0,0,0,0,0
A,s1-arm-a8-r2,albumentations-team__albumentations-2495,False,Submitted,127,48,10843855,101224,65230,2.944722222222222,False,0.5,0.2727272727272727,6,11,0,0,0,0,0,0,0
A,s1-arm-a8-r2,confident-ai__deepeval-2345,True,Submitted,38,9,1018303,20211,9089,0.4236111111111111,False,0.8571428571428571,0.8571428571428571,7,7,0,0,0,0,0,0,0
A,s1-arm-a8-r2,confident-ai__deepeval-c_08844c8,True,Submitted,78,33,3723741,36274,22323,0.8436111111111111,False,0.7272727272727273,1.0,22,16,0,0,0,0,0,0,0
A,s1-arm-a8-r2,confident-ai__deepeval-c_ce72651,True,Submitted,36,16,1028770,10605,5548,0.2577777777777778,False,1.0,1.0,12,12,0,0,0,0,0,0,0
A,s1-arm-a8-r2,django__django-19643,False,Submitted,83,21,4757053,57623,38523,2.653611111111111,False,0.5714285714285714,0.4444444444444444,7,9,0,0,0,0,0,0,0
A,s1-arm-a8-r2,google__adk-python-c_19315fe,False,Submitted,39,22,767175,12749,5289,0.27444444444444444,False,0.75,1.0,4,3,0,0,0,0,0,0,0
A,s1-arm-a8-r2,google__adk-python-c_61adfcd,True,Submitted,21,11,189937,6733,2643,0.135,False,1.0,1.0,4,4,0,0,0,0,0,0,0
A,s1-arm-a8-r2,google__langextract-239,,Submitted,97,30,6099387,57495,32473,1.1502777777777777,False,0.8125,0.65,16,20,0,0,0,0,0,0,0
A,s1-arm-a8-r2,huggingface__lerobot-2808,True,Submitted,35,16,815630,14425,6785,0.2836111111111111,False,1.0,0.2777777777777778,5,18,0,0,0,0,0,0,0
A,s1-arm-a8-r2,huggingface__transformers-38332,False,Submitted,151,80,12749556,78388,48134,2.0413888888888887,False,1.0,0.7,7,10,0,0,0,0,0,0,0
A,s1-arm-a8-r2,huggingface__transformers-38788,,Submitted,83,32,3431611,30728,17310,0.8175,False,1.0,0.7142857142857143,5,7,0,0,0,0,0,0,0
A,s1-arm-a8-r2,hummingbot__hummingbot-c_1ce05af,True,Submitted,61,18,1926515,20355,10499,0.39944444444444444,False,1.0,1.0,4,4,0,0,0,0,0,0,0
A,s1-arm-a8-r2,icloud-photos-downloader__icloud_photos_downloader-c_f52826c,True,Submitted,17,4,217029,7583,2745,0.1175,False,1.0,1.0,5,5,0,0,0,0,0,0,0
A,s1-arm-a8-r2,langchain-ai__langchain-32996,False,Submitted,54,20,1961612,31933,20015,0.7116666666666667,False,0.5,0.25,2,4,0,0,0,0,0,0,0
A,s1-arm-a8-r2,mikf__gallery-dl-7872,False,Submitted,70,28,2264012,31554,17443,0.8583333333333333,False,1.0,0.5,2,4,0,0,0,0,0,0,0
A,s1-arm-a8-r2,optuna__optuna-6166,True,Submitted,59,12,3120920,36515,20274,1.2216666666666667,False,1.0,1.0,7,7,0,0,0,0,0,0,0
A,s1-arm-a8-r2,optuna__optuna-6197,True,Submitted,31,11,687857,11019,4040,0.18916666666666668,False,1.0,1.0,6,6,0,0,0,0,0,0,0
A,s1-arm-a8-r2,optuna__optuna-c_058e8bc,True,Submitted,14,7,119018,5314,3181,0.11333333333333333,False,1.0,0.0625,1,16,0,0,0,0,0,0,0
A,s1-arm-a8-r2,pandas-dev__pandas-61244,True,Submitted,90,36,3239587,25457,15095,0.6575,False,1.0,0.6666666666666666,2,3,0,0,0,0,0,0,0
A,s1-arm-a8-r2,pypa__pipenv-6373,True,Submitted,23,6,402619,11458,6608,0.2652777777777778,False,1.0,0.6,3,5,0,0,0,0,0,0,0
A,s1-arm-a8-r2,roboflow__supervision-1943,True,Submitted,49,25,1463618,16547,8167,0.3877777777777778,False,1.0,0.9230769230769231,12,13,0,0,0,0,0,0,0
A,s1-arm-a8-r2,stanfordnlp__dspy-1801,,Submitted,56,15,2120198,32758,18817,0.6452777777777777,False,1.0,0.5714285714285714,4,7,0,0,0,0,0,0,0
A,s1-arm-a8-r2,stanfordnlp__dspy-8105,True,Submitted,28,9,510441,9858,4505,0.17777777777777778,False,1.0,1.0,4,4,0,0,0,0,0,0,0
A,s1-arm-a8-r2,stanfordnlp__dspy-9047,False,Submitted,15,3,93027,2813,974,0.057777777777777775,False,1.0,0.5,1,2,0,0,0,0,0,0,0
A,s1-arm-a8-r2,stanfordnlp__dspy-9193,,Submitted,139,38,18205996,100706,59151,2.7577777777777777,False,1.0,0.42857142857142855,6,14,0,0,0,0,0,0,0
A,s1-arm-a8-r2,verl-project__verl-3915,False,Submitted,29,12,803815,17025,8216,0.31083333333333335,False,1.0,0.25,3,12,0,0,0,0,0,0,0
A,s1-arm-a8-r2,verl-project__verl-4185,True,Submitted,35,13,714602,12358,5577,0.22333333333333333,False,1.0,0.8571428571428571,6,7,0,0,0,0,0,0,0
A,s1-arm-a8-r2,vibrantlabsai__ragas-2333,True,Submitted,12,4,62299,2496,857,0.04611111111111111,False,0.5,0.16666666666666666,2,6,0,0,0,0,0,0,0
